"","group","group_name","seqnames","start","end","strand","name","idx","Log2FC","FDR","MeanDiff"
"12646",1,"C1","27",6151929,6153522,1,"HOXB13",243,1.76011829233392,1.67717882655987e-11,0.623651237705645
"16150",1,"C1","33",7585953,7590530,1,"HOXC10",434,2.29947237705888,1.67768595242849e-11,0.211121991763863
"12908",1,"C1","28",1501560,1498724,2,"NA_ENSGALG00000052159",87,1.28638964210088,1.69815276997942e-11,0.577826604597994
"4788",1,"C1","12",12002724,12024786,1,"QRICH1",349,1.1741074245061,1.73626906564572e-11,0.303277946896816
"16043",1,"C1","33",6612541,6614227,1,"NA_ENSGALG00000031594",327,1.34096590395731,1.78760733750974e-11,0.468451314621353
"12402",1,"C1","26",5518754,5539021,1,"LOC107050692",312,2.28686330568263,1.93300505479775e-11,0.212195011182576
"4952",1,"C1","13",622226,630645,1,"NA_ENSGALG00000050787",7,1.16063474816702,1.98466366014774e-11,0.632292244226162
"7468",1,"C1","19",275236,260878,2,"NA_ENSGALG00000041833",19,1.08359842339267,2.01687709287099e-11,0.161926766881542
"11520",1,"C1","24",353153,342462,2,"PUS3",24,1.38772532409847,2.0696991136528e-11,0.565329349502382
"21589",1,"C1","8",21574984,21578092,1,"NA_ENSGALG00000010279",529,1.48263992751519,2.08490061588711e-11,0.716214621617337
"12650",1,"C1","27",6207771,6211830,1,"HOXB7",247,2.15086615045956,2.21155945496835e-11,0.271297533034802
"15604",1,"C1","31",5598840,5603322,1,"DHDH",303,1.52800513187328,2.29363859859787e-11,0.428382548711484
"11017",1,"C1","22",1692013,1697453,1,"DOK2",73,1.30703427955707,2.33115739613085e-11,0.529792766967508
"15990",1,"C1","33",6082920,6060827,2,"LOC112530905",274,1.98107034472501,2.34227943091688e-11,0.141899938022125
"4951",1,"C1","13",632067,619657,2,"CDK20",6,1.16194361874125,2.38914806528871e-11,0.592958127459812
"5683",1,"C1","14",6537182,6539428,1,"NDUFB10",219,1.39636905805099,2.49684419040671e-11,0.699392463220027
"12754",1,"C1","27",7465724,7466372,1,"LOC396365",351,1.2894258515907,2.59409648619528e-11,0.899162843203393
"6812",1,"C1","17",5566180,5575398,1,"NA_ENSGALG00000051963",172,1.25102875729794,2.65136822686142e-11,0.441426749556749
"12154",1,"C1","26",1143486,1139844,2,"C26H1orf106",64,1.69075512854856,2.69972755381394e-11,0.599058577108192
"11288",1,"C1","23",2404208,2395539,2,"GMEB1",116,1.35120470623768,2.71368773741259e-11,0.540092628997344
"6415",1,"C1","15",10312463,10292857,2,"POLE",411,1.34580547015651,2.76462042294311e-11,0.287151221989558
"15994",1,"C1","33",6178271,6174847,2,"NA_ENSGALG00000046902",278,2.8372084855632,2.87509025513522e-11,0.274202385561056
"16021",1,"C1","33",6400340,6400513,1,"NA_ENSGALG00000051870",305,2.05515228937251,2.92266653377412e-11,0.287885093956061
"12761",1,"C1","27",7516768,7514310,2,"NA_ENSGALG00000050999",358,1.71992268473476,2.92918438654687e-11,0.355834061540125
"12616",1,"C1","27",5717075,5705152,2,"KAT7",213,1.10170714069022,2.94552164273877e-11,0.687307233790394
"19389",1,"C1","5",57846952,57846654,2,"NA_ENSGALG00000054841",1361,1.01837807310418,2.95437803398579e-11,0.945948407305995
"15681",1,"C1","32",343896,341421,2,"NA_ENSGALG00000051630",42,2.10114498223471,2.95893104437025e-11,0.3758631475562
"15998",1,"C1","33",6223158,6226895,1,"NA_ENSGALG00000054511",282,3.5388780721884,3.00589320437372e-11,0.172036581485872
"12088",1,"C1","25",3965648,3958394,2,"ADAMTS4",356,1.5551439014711,3.10204432429459e-11,0.389868089548061
"5461",1,"C1","13",18959096,18983370,1,"NA_ENSGALG00000047303",516,1.3644958232376,3.25000284272738e-11,0.401643859522552
"6583",1,"C1","16",2272154,2410307,1,"NA_ENSGALG00000040101",88,1.344980119145,3.25034302920255e-11,0.187202494937866
"7722",1,"C1","19",6494064,6490173,2,"TIMM22",273,1.72673344421569,3.25034302920255e-11,0.484348750446439
"15908",1,"C1","33",4977693,4972497,2,"CSRNP2",192,1.68686230500269,3.25879181325657e-11,0.293582755378542
"1750",1,"C1","1",90742330,90736285,2,"NA_ENSGALG00000052286",1750,1.0334041018631,3.30842002686426e-11,0.121485383958843
"12033",1,"C1","25",3549515,3553094,1,"FDPS",301,1.40120332652947,3.36111465841371e-11,0.505182956699136
"12315",1,"C1","26",3872586,3869575,2,"BCAS2",225,1.51581618671269,3.36404715185028e-11,0.596053737590555
"11835",1,"C1","25",1987363,1989827,1,"RBM8A",103,1.7972930689058,3.36509571818576e-11,0.48491220655425
"13104",1,"C1","28",3997087,4031848,1,"ELL",283,1.0796246208388,3.53441913900973e-11,0.451839064264404
"12883",1,"C1","28",1185679,1189321,1,"DOHH",62,1.13852993074657,3.58608953000347e-11,0.452521567179407
"4557",1,"C1","12",3009824,3002525,2,"MST1R",118,1.34197544337174,3.65184895265317e-11,0.361982667551951
"11252",1,"C1","23",1919682,1915119,2,"GPATCH3",80,1.35086351845577,3.66794576646027e-11,0.454056085853287
"6130",1,"C1","15",5295697,5287583,2,"KMT5A",126,1.09944432517595,3.69353014464485e-11,0.513185346744512
"11778",1,"C1","25",463673,461336,2,"THEM4",46,1.26452917005191,3.70616095752712e-11,0.704992890625253
"15609",1,"C1","31",5636404,5630460,2,"UBE2M",308,1.30378875565814,3.70636610746235e-11,0.449799983174151
"7323",1,"C1","18",9260044,9272559,1,"CEP131",286,1.19489636930219,3.83445745088048e-11,0.422778133848031
"6487",1,"C1","15",12561819,12592144,1,"NA_ENSGALG00000052717",483,1.5964169939747,3.90652914601955e-11,0.329241476590222
"4513",1,"C1","12",1867162,1863048,2,"NPRL2",74,1.48811769114007,4.00162137186999e-11,0.752233961756091
"11415",1,"C1","23",5285757,5272426,2,"HDAC1",243,1.10297373635851,4.01644570198635e-11,0.451143831463382
"10587",1,"C1","20",12020474,12027221,1,"AURKB",421,1.23637990604149,4.05116148991287e-11,0.573182809032389
"12090",1,"C1","25",3980590,3971454,2,"LOC107050235",358,1.8405108822833,4.12801488757538e-11,0.155914619684495
"16157",1,"C1","33",7661545,7663344,1,"HOXC4",441,2.59945265397809,4.14105337223271e-11,0.254324317318617
"7588",1,"C1","19",4494197,4488661,2,"RHBDD2",139,1.17722575091014,4.15685377902957e-11,0.398277943882348
"11131",1,"C1","22",4153627,4148130,2,"NA_ENSGALG00000051459",187,2.02063450954031,4.27787312800875e-11,0.276721993858861
"11737",1,"C1","25",58088,33847,2,"LOC101750739",5,1.53836896666312,4.32557308413414e-11,0.282800029229744
"12049",1,"C1","25",3675357,3682115,1,"GOLPH3L",317,1.38512991759966,4.38120872620654e-11,0.447989928804435
"18095",1,"C1","5",559555,562395,1,"MAX",67,1.42326725558301,4.39620583550427e-11,0.40065848642565
"8208",1,"C1","2",17742871,17732934,2,"BMI1",343,1.05279297278046,4.55451601878496e-11,0.66099287089337
"22272",1,"C1","9",16044675,16050994,1,"PSMD2",462,1.34136097980416,4.62202890534557e-11,0.549443867786781
"10840",1,"C1","21",4673877,4663917,2,"EMC1",201,1.14504171569228,4.78292212728747e-11,0.363478160442621
"4559",1,"C1","12",3015929,3011044,2,"MON1A",120,1.57895067964211,5.09798191913039e-11,0.569721736511082
"16155",1,"C1","33",7640903,7643614,1,"HOXC5",439,2.03346983040483,5.09798191913039e-11,0.346099875546747
"16110",1,"C1","33",7146897,7172921,1,"KMT2D",394,1.1510602278844,5.45957886295926e-11,0.315348820036694
"11764",1,"C1","25",321806,316897,2,"SELENBP1L3",32,1.20783321193616,5.50083226062019e-11,0.336361123469342
"21981",1,"C1","9",5151263,5151304,1,"MIR1612",171,1.19756269334146,5.77280343508697e-11,1.25447056525639
"16060",1,"C1","33",6840335,6827441,2,"NAB2",344,1.0942951095013,5.99195208690609e-11,0.364631604029839
"16084",1,"C1","33",6953700,6955539,1,"CNPY2",368,1.36701895613057,6.04742856336178e-11,0.63440243613111
"5996",1,"C1","14",16007197,16010781,1,"NA_ENSGALG00000036751",532,2.26611036481403,6.06767714287003e-11,0.276614650960518
"5685",1,"C1","14",6542383,6542511,1,"LOC112533478",221,1.51761762891149,6.44675950731086e-11,1.2370556418292
"12158",1,"C1","26",1165982,1185894,1,"CELSR2",68,1.21513766619812,6.82126215846972e-11,0.395812067295001
"12034",1,"C1","25",3553892,3559408,1,"RUSC1",302,1.18284266330722,7.01511501231107e-11,0.317016981527486
"21980",1,"C1","9",5151187,5166192,1,"SEPT2",170,1.16028747350864,7.23877808519327e-11,0.391314562679342
"13052",1,"C1","28",3484882,3481883,2,"USHBP1",231,1.30120173485719,7.29596976577571e-11,0.638709697984473
"15874",1,"C1","33",3801104,3766641,2,"LOC107050879",158,1.7816132731681,7.43431298287223e-11,0.169424434504594
"7883",1,"C1","2",334327,333108,2,"NA_ENSGALG00000041524",18,1.1120496323426,7.50878723841905e-11,0.60625111772153
"11517",1,"C1","24",338653,334541,2,"PANX3",21,1.62415198087335,7.62728174544287e-11,0.496900184471526
"16042",1,"C1","33",6593372,6580953,2,"CAPN1",326,1.22235385500125,7.71057614518754e-11,0.191890158394986
"5221",1,"C1","13",11084545,11095710,1,"RNF44",276,1.15022060862494,7.75905122457638e-11,0.60399265961877
"11253",1,"C1","23",1923230,1920776,2,"NR0B2",81,1.62405953945047,7.79712025433947e-11,0.518495157727815
"12902",1,"C1","28",1454067,1439512,2,"SAFB",81,1.10890940306798,8.05056074379431e-11,0.258951211158486
"11735",1,"C1","25",29413,20565,2,"LOC101749378",3,1.72679629907572,8.45001506284482e-11,0.169643904927033
"13132",1,"C1","28",4391056,4384819,2,"TMEM38A",311,1.3181416510252,8.47225431002689e-11,0.355265682967766
"15711",1,"C1","32",676309,681912,1,"NA_ENSGALG00000050125",72,2.38365738205114,8.78363383850402e-11,0.232958333488448
"3976",1,"C1","11",847606,793917,2,"RANBP10",47,1.0900123549137,8.80534576345181e-11,0.344929323025585
"10954",1,"C1","22",62899,68531,1,"LGI3",10,1.9695841435305,8.99778988810923e-11,0.415231511753554
"11254",1,"C1","23",1924584,1933500,1,"NUDC",82,1.4850228596312,9.118832677154e-11,0.312387795657946
"3450",1,"C1","10",2898903,2902533,1,"CYP1A1",111,1.62038985558418,9.30001186924594e-11,0.44696601931973
"7322",1,"C1","18",9255426,9254816,2,"NDUFAF8",285,1.35066025835004,9.35080335456246e-11,1.13938584831539
"11774",1,"C1","25",440337,432852,2,"CELF3",42,1.47661124959742,9.36582152100205e-11,0.297651234122929
"4017",1,"C1","11",1400275,1397797,2,"AGRP",88,1.20014427425705,9.36635702010129e-11,0.435587725274956
"12523",1,"C1","27",3631523,3641626,1,"DBF4B",120,2.15829045442142,9.68706411820644e-11,0.357436368620025
"5684",1,"C1","14",6541961,6539294,2,"RPS2",220,1.47339157858051,9.78547472813115e-11,0.731938771215749
"13026",1,"C1","28",3266860,3270287,1,"NDUFS7",205,1.46440846893185,9.78547472813115e-11,0.464255869241201
"11758",1,"C1","25",260117,257785,2,"VPS72",26,1.240482081393,9.80740883775396e-11,0.633304685172971
"11127",1,"C1","22",4124786,4117999,2,"C22H2ORF42",183,1.49991766988953,1.00887727760368e-10,0.346251293709375
"11298",1,"C1","23",2538276,2544293,1,"RHCE",126,1.05754762168918,1.00899005769548e-10,0.633660737040169
"3972",1,"C1","11",751357,758888,1,"ARL2BP",43,1.44264020246852,1.00969467941447e-10,0.466187893177477
"15904",1,"C1","33",4880219,4891014,1,"TSFM",188,2.1127615135824,1.01529731265073e-10,0.272624479650638
"15461",1,"C1","31",2473736,2495431,1,"METTL3",160,1.84920825125575,1.02185740626995e-10,0.175602542304511
"10675",1,"C1","21",633126,636523,1,"ICMT",36,1.80075951708437,1.03146478305489e-10,0.575763226343426
"12156",1,"C1","26",1148302,1157441,1,"KIAA1324",66,1.38607522225699,1.07541781434045e-10,0.551653685768155
"15223",1,"C1","30",688765,705676,1,"ILVBL",55,2.23448134035827,1.08261502651955e-10,0.195338964246376
"15996",1,"C1","33",6197194,6222933,1,"NA_ENSGALG00000047565",280,3.17991523952317,1.10583245793601e-10,0.171358525129054
"21560",1,"C1","8",21120518,21120602,1,"LOC112532948",500,1.0686602563011,1.12753641131918e-10,1.06079958141445
"18107",1,"C1","5",646633,649212,1,"CABP2",79,1.4599738497175,1.13505030948926e-10,0.679670423982381
"11236",1,"C1","23",1573848,1570009,2,"RPA2",64,1.52246592029758,1.14253227341906e-10,0.558236439762937
"4942",1,"C1","12",20288303,20290324,1,"NA_ENSGALG00000052232",503,2.39023466415975,1.15625012816767e-10,0.69538557318646
"12294",1,"C1","26",3533199,3512831,2,"ST7L",204,1.44041667407377,1.17631112690372e-10,0.361965876379792
"6346",1,"C1","15",9116390,9108063,2,"YWHAH",342,1.18703465271177,1.19172317283233e-10,0.436499769415255
"12882",1,"C1","28",1181751,1184394,1,"LOC426514",61,1.25761140705519,1.19579796575407e-10,0.575743455610361
"16153",1,"C1","33",7605746,7616596,1,"HOXC8",437,2.10100704422276,1.21540009532399e-10,0.166999980366092
"11276",1,"C1","23",2306659,2310531,1,"RCC1",104,1.545968758657,1.2258904788367e-10,0.60030003331824
"11416",1,"C1","23",5292034,5273969,2,"LCK",244,1.02516084337213,1.23315576459949e-10,0.424795061823988
"15717",1,"C1","33",167477,168436,1,"NA_ENSGALG00000050708",1,2.56958957122571,1.24117138813935e-10,0.13327078832271
"12701",1,"C1","27",6964451,6951028,2,"MED1",298,1.09242221052383,1.2607165718162e-10,0.328819507821358
"16287",1,"C1","4",2118873,2119119,1,"LOC112532456",117,1.41172986332814,1.2758597806165e-10,1.24435865861956
"11958",1,"C1","25",3040477,3035641,2,"NA_ENSGALG00000054815",226,1.59949942870465,1.28104418128222e-10,0.247914562177087
"12339",1,"C1","26",4311807,4343652,1,"C26H6orf106",249,1.13343400718101,1.28904214193381e-10,0.402014715921936
"6508",1,"C1","16",1504564,832940,2,"NA_ENSGALG00000050222",13,2.5307003964336,1.29022618832607e-10,0.152714658903311
"15898",1,"C1","33",4755381,4761015,1,"LOC112530959",182,1.44175205197697,1.3013451403999e-10,0.437453536702421
"15954",1,"C1","33",5560725,5553073,2,"NA_ENSGALG00000048455",238,1.42469812272469,1.3013451403999e-10,0.479982967652589
"16057",1,"C1","33",6783301,6785410,1,"NA_ENSGALG00000054227",341,3.36581093053014,1.30445157233074e-10,0.313526608527507
"11237",1,"C1","23",1574041,1579810,1,"SMPDL3B",65,1.34556157749398,1.38583876530033e-10,0.486119425457703
"13095",1,"C1","28",3945330,3949211,1,"NA_ENSGALG00000047074",274,1.56015990181709,1.38583876530033e-10,0.442943752960111
"7729",1,"C1","19",6668011,6651098,2,"NA_ENSGALG00000052725",280,1.34216203745814,1.38872469067062e-10,0.335180502775341
"5222",1,"C1","13",11113445,11098999,2,"FAF2",277,1.28664645872843,1.39623269044082e-10,0.469826823424305
"16289",1,"C1","4",2120107,2120240,1,"LOC112532451",119,1.29583581019616,1.39775034136917e-10,1.05962450861493
"3816",1,"C1","10",18223420,18228560,1,"MTFMT",477,1.54035194241789,1.49370955125762e-10,0.487512202963518
"11770",1,"C1","25",390267,399593,1,"CGN",38,1.29015902566228,1.51396747599195e-10,0.411629231572651
"6447",1,"C1","15",11112091,11125582,1,"SF3A1",443,1.09388955789912,1.51579646007059e-10,0.363946349951273
"15912",1,"C1","33",5023150,5027892,1,"DAZAP2",196,1.57244869154116,1.53074383737081e-10,0.440063352939232
"13118",1,"C1","28",4138482,4120115,2,"MAST3",297,1.23005661205714,1.57225877397993e-10,0.412512203215434
"18106",1,"C1","5",645731,642932,2,"NDUFV1",78,1.3907028804764,1.57539279767672e-10,0.61367049659288
"19180",1,"C1","5",49685640,49673894,2,"HSP90AA1",1152,1.08373183779577,1.59849560548372e-10,0.519136566841741
"15903",1,"C1","33",4879157,4875749,2,"NA_ENSGALG00000053167",187,2.59718393047137,1.64313887081138e-10,0.356739066916583
"16147",1,"C1","33",7552387,7554125,1,"HOXC12",431,1.59393223392319,1.64875855264571e-10,0.246587806450717
"5917",1,"C1","14",13627365,13630644,1,"NME3",453,1.46930324096626,1.65106548659601e-10,0.520029456926711
"21759",1,"C1","8",28613472,28613400,2,"MIR12281",699,1.74273505126207,1.78427871625321e-10,1.12835840147996
"12219",1,"C1","26",2046592,2026552,2,"DSTYK",129,1.19486315372061,1.85164843866773e-10,0.274904970959796
"11106",1,"C1","22",3867074,3861634,2,"MOB1A",162,1.15786652657739,1.90028393728785e-10,0.521599881744963
"10163",1,"C1","2",149612027,149619406,1,"NA_ENSGALG00000051544",2298,2.32722507056431,1.90381144574566e-10,0.180141434549984
"12985",1,"C1","28",2761469,2764317,1,"TPGS1",164,1.42380833116817,1.96001895589324e-10,0.803056104058041
"6702",1,"C1","17",1924726,1946331,1,"RPL12",62,1.0309170619383,1.96486785706121e-10,0.437770702593343
"15712",1,"C1","32",689685,700016,1,"NA_ENSGALG00000041384",73,1.57221124273892,2.10334365397118e-10,0.254946095309872
"15957",1,"C1","33",5572761,5570558,2,"LOC107049250",241,1.55313530371757,2.14294610591154e-10,0.564480480776199
"12652",1,"C1","27",6226468,6229290,1,"HOXB5",249,1.48409461863676,2.18989204118132e-10,0.273833982470303
"11918",1,"C1","25",2644375,2640456,2,"LOC425431",186,1.19566726094925,2.19982107200698e-10,0.725265499623224
"12651",1,"C1","27",6221058,6223348,1,"HOXB6",248,1.97461430921309,2.23899421803849e-10,0.2790364614117
"15212",1,"C1","30",504317,527127,1,"BRD4",44,1.00026791363183,2.2629450710356e-10,0.223356082568736
"16100",1,"C1","33",7087396,7083020,2,"RAB5B",384,1.08817483021748,2.30749535140509e-10,0.807860743979888
"12653",1,"C1","27",6242486,6242565,1,"MIR10A",250,1.88126108260081,2.31902214474289e-10,0.513848954391157
"12698",1,"C1","27",6925806,6913922,2,"CACNB1",295,1.12282149665802,2.33861992209677e-10,0.470380349990036
"21761",1,"C1","8",28614551,28614486,2,"MIR12282",701,1.67342438538266,2.38616797322345e-10,1.13211205211406
"5206",1,"C1","13",10908642,10912360,1,"MXD3",261,1.31259792169516,2.4370218466681e-10,0.788185170248851
"15710",1,"C1","32",670746,673664,1,"CLAPS2",71,2.27493697139412,2.5050076153113e-10,0.40797046110446
"12775",1,"C1","27",7668808,7656881,2,"RAB5C",372,1.25999529497781,2.53544952447823e-10,0.389507287997673
"15993",1,"C1","33",6170971,6168849,2,"NA_ENSGALG00000047681",277,2.81923310035132,2.57348432683475e-10,0.315836517256831
"5207",1,"C1","13",10912882,10913789,1,"NA_ENSGALG00000046263",262,1.31383992688733,2.62179346144426e-10,1.12578262354451
"11434",1,"C1","23",5376041,5383122,1,"RBBP4",262,1.4217906541664,2.66285437204603e-10,0.591365789426474
"3978",1,"C1","11",882868,860584,2,"CENPT",49,1.18494492466054,2.72502261733314e-10,0.35560236998984
"15468",1,"C1","31",2671825,2664638,2,"NA_ENSGALG00000052971",167,3.27449398103323,2.75553765706614e-10,0.091273087894315
"11756",1,"C1","25",251166,252750,1,"SCNM1",24,1.33898829999316,2.77562651196721e-10,0.602194858723323
"11959",1,"C1","25",3037748,3040477,1,"NA_ENSGALG00000046959",227,1.60924098877312,2.81056683708468e-10,0.28816826448698
"12984",1,"C1","28",2756226,2762064,1,"MADCAM1",163,1.37444696648995,2.84967239201637e-10,0.569143927072565
"15291",1,"C1","30",1477699,1471476,2,"LOC107050975",123,2.02076028729431,2.89103981276238e-10,0.216497384198575
"4768",1,"C1","12",11877807,11875094,2,"CAMK1",329,1.28056017307504,2.89900583948399e-10,0.600148951776411
"11235",1,"C1","23",1564116,1568510,1,"THEMIS2",63,1.29680610253178,2.93270821656204e-10,0.241363432170645
"5907",1,"C1","14",13549783,13548049,2,"JMJD8",443,1.20999843647797,2.93839098572013e-10,0.43959268372791
"16113",1,"C1","33",7198415,7194647,2,"SPRYD3",397,1.19089161911568,3.04473461029674e-10,0.589000167785535
"12316",1,"C1","26",3887081,3872602,2,"DENND2C",226,1.20155493801397,3.09739423927598e-10,0.290743898023694
"5682",1,"C1","14",6536325,6528969,2,"RPL3L",218,1.28027898419393,3.13924573658054e-10,0.418460808273602
"11156",1,"C1","22",5253936,5261455,1,"GCK",212,1.2560654774737,3.13959414952142e-10,0.417868185610717
"15968",1,"C1","33",5759528,5777842,1,"CERS5",252,1.36109079659167,3.1435744371544e-10,0.334417000377086
"12955",1,"C1","28",2295801,2283963,2,"NR1D1",134,1.48689868442283,3.14695485374904e-10,0.286931553848914
"21770",1,"C1","8",28929663,28928364,2,"NA_ENSGALG00000047760",710,1.53712504540916,3.2847641154639e-10,0.416934046031823
"15906",1,"C1","33",4954711,4895801,2,"SLC11A2",190,1.41892389121956,3.31337725560709e-10,0.188595101853807
"15682",1,"C1","32",383971,346314,2,"SMARCA4",43,1.47060926860303,3.5015151123775e-10,0.192900020996365
"4593",1,"C1","12",3623786,3614475,2,"SLC38A3",154,1.21176281326086,3.74045760211308e-10,0.473185271383176
"4764",1,"C1","12",11825943,11818936,2,"LHFPL4",325,1.28263738306828,3.76047023388082e-10,0.476126863490423
